metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
MI,ALL,72,64.59549310472276,52.212512758043076,-12.382980346679688,-0.42862654320987653,medium,0.0,0.9999999999999171,1.0,NS
NCIE,ALL,72,0.8107682471695652,0.810770596948988,2.349779422816667e-06,0.01427469135802469,trivial,1456.0,0.21276603412828088,1.0,NS
MI_mutual,ALL,72,2.5923416394300736,2.5875368290343315,-0.0048048103957420985,0.006558641975308642,trivial,1195.0,0.7478666613162543,1.0,NS
NABF,ALL,72,0.02359241252461948,0.012229823910648209,-0.011362588613971271,0.6709104938271605,large,2422.0,2.5215686710002244e-10,6.303921677500561e-09,SIG
FMI,ALL,72,0.6499785485551312,0.648919411850517,-0.0010591367046141054,-0.020833333333333332,trivial,745.0,0.9992961159168301,1.0,NS
CE,ALL,72,1.2993624954811098,1.3312392289598192,0.03187673347870934,-0.09220679012345678,trivial,930.0,0.9844147901105228,1.0,NS
SSIM,ALL,72,1.4386545637337853,1.424225316999995,-0.014429246733790313,-0.08757716049382716,trivial,15.0,0.9999999999998446,1.0,NS
PSNR,ALL,72,56.22291687600365,56.397529195443624,0.1746123194399729,0.2357253086419753,small,2105.0,4.5220504337028505e-06,9.94851095414627e-05,SIG
RMSE,ALL,72,0.16335570161948498,0.15487167327065446,-0.008484028348830525,0.2357253086419753,small,2321.0,7.976999086246685e-09,1.9144797806992046e-07,SIG
QG,ALL,72,0.7023188804616038,0.6935404907198365,-0.008778389741767367,-0.08256172839506173,trivial,242.0,0.9999999991046408,1.0,NS
QM,ALL,72,0.08352378105004216,0.008203543774369638,-0.07532023727567252,-0.7318672839506173,large,30.0,0.9999999999997107,1.0,NS
QC,ALL,72,0.5950739214965198,0.5819093151519092,-0.013164606344610585,-0.08024691358024691,trivial,107.0,0.9999999999937067,1.0,NS
QS,ALL,72,0.5200340743764367,0.5050949624906816,-0.01493911188575503,-0.08101851851851852,trivial,162.0,0.9999999999492403,1.0,NS
QCB,ALL,72,0.8576589453078204,0.8622661931043829,0.004607247796562519,0.030864197530864196,trivial,1880.0,0.0007460425753124961,0.014920851506249923,SIG
QCV,ALL,72,221.70871800982744,245.96266133358665,24.253943323759216,-0.29128086419753085,small,43.0,0.9999999999995071,1.0,NS
QY,ALL,72,0.9558909721828504,0.9399920998613922,-0.015898872321458146,-0.3020833333333333,small,26.0,0.9999999999997546,1.0,NS
QMI,ALL,72,0.8548408855191901,0.8593456686088665,0.00450478308967639,0.047453703703703706,trivial,1888.0,0.000638471042785564,0.013407891898496845,SIG
QSF,ALL,72,0.03829393432967143,0.12190349851961714,0.08360956418994571,0.5679012345679012,large,2309.0,1.1777137941397415e-08,2.7087417265214055e-07,SIG
QNCIE,ALL,72,0.8107682471695651,0.810770596948988,2.349779422927689e-06,0.01427469135802469,trivial,1456.0,0.21276603412828088,1.0,NS
QTE,ALL,72,-8.22761128188106,-8.572579565427086,-0.3449682835460255,-0.06442901234567901,trivial,841.0,0.9960267085032334,1.0,NS
