metric,modal,n,mean_base,mean_var,delta,cliffs_delta,effect,wilcoxon_stat,p_value,p_adj_holm,verdict
QC,SPECT,24,0.6507299092464892,0.6252293616252316,-0.02550054762125764,-0.08333333333333333,trivial,37.0,0.9997162222862244,1.0,NS
QS,SPECT,24,0.551933833949276,0.5313038998442557,-0.02062993410502023,-0.0763888888888889,trivial,80.0,0.9787554144859314,1.0,NS
QCB,SPECT,24,0.8802187917105826,0.8802363438691048,1.7552158522171624e-05,0.006944444444444444,trivial,197.0,0.09375065565109253,1.0,NS
QCV,SPECT,24,33.54733910360178,38.266549652655954,4.719210549054175,-0.2916666666666667,small,18.0,0.9999876618385315,1.0,NS
QY,SPECT,24,0.9853823944533534,0.95661867090464,-0.02876372354871337,-0.6493055555555556,large,0.0,1.0,1.0,NS
QMI,SPECT,24,1.0219510813028647,0.9353762766930167,-0.08657480460984801,-0.5833333333333334,large,0.0,1.0,1.0,NS
QSF,SPECT,24,0.030636019557062633,0.15235125691866933,0.12171523736160669,0.9722222222222222,large,299.0,1.1920928955078125e-07,2.86102294921875e-06,SIG
QNCIE,SPECT,24,0.8145233357874577,0.8123872291412292,-0.0021361066462285416,-0.4375,medium,0.0,1.0,1.0,NS
QTE,SPECT,24,-10.807423574080715,-10.987692401335416,-0.18026882725470017,0.006944444444444444,trivial,116.0,0.8347474336624146,1.0,NS
EN,ALL,72,5.102242297298831,5.175569941598053,0.0733276442992219,0.047839506172839504,trivial,2151.0,1.3201333590284413e-06,2.904293389862571e-05,SIG
VAR,ALL,72,76.8644674639891,68.54848668650435,-8.315980777484754,-0.42052469135802467,medium,0.0,0.9999999999999171,1.0,NS
AG,ALL,72,9.091800638586925,8.38381158299593,-0.7079890555909945,-0.16049382716049382,small,110.0,0.9999999999929308,1.0,NS
SF,ALL,72,31.35486982255051,29.591306370188168,-1.763563452362341,-0.13580246913580246,trivial,363.0,0.9999999526786213,1.0,NS
EI,ALL,72,92.14737509498337,84.1686839864039,-7.9786911085794685,-0.17631172839506173,small,50.0,0.9999999999993446,1.0,NS
MI,ALL,72,64.59549310472276,57.17471271091037,-7.420780393812393,-0.25848765432098764,small,3.0,0.9999999999999059,1.0,NS
NCIE,ALL,72,0.8107682471695652,0.8095532120641957,-0.0012150351053694664,-0.15162037037037038,small,231.0,0.9999999993895098,1.0,NS
MI_mutual,ALL,72,2.5923416394300736,2.452318792161279,-0.14002284726879477,-0.16705246913580246,small,241.0,0.9999999991351431,1.0,NS
